Column1,created_at,id,Topics,Sentiment,full_text,source,user,retweet_count,lang
498,2021/11/25 22:42,1.46408E+18,Covid variant,neu,Scientists have said a new Covid variant that carries an “extremely high number” of mutations may drive further waves of disease by evading the body’s defences. https://t.co/2EZT1kb7Lc,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","{'id': 118788479, 'id_str': '118788479', 'name': 'Betty C. Jung', 'screen_name': 'bettycjung', 'location': 'United States', 'description': '#PublicHealth #Health #Science #Technology #Culture #COVID19  Providing you with news, information & data you can use, in real time, Betty C. Jung MPH RN MCHES®', 'url': 'https://t.co/si5x7NWvJF', 'entities': {'url': {'urls': [{'url': 'https://t.co/si5x7NWvJF', 'expanded_url': 'https://www.bettycjung.net/', 'display_url': 'bettycjung.net', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 957, 'friends_count': 165, 'listed_count': 394, 'created_at': 'Mon Mar 01 19:12:19 +0000 2010', 'favourites_count': 2702, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 183198, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '59472F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1004778702780141568/f5yR8DAA_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1004778702780141568/f5yR8DAA_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/118788479/1596597421', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000515', 'profile_sidebar_fill_color': '061127', 'profile_text_color': '827972', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
500,2021/11/25 22:42,1.46408E+18,Measure and management ,neu,"Louisiana Gov. John Bel Edwards’ administration has spent $27 million and counting on incentive programs, community door-knocking and advertising to try to persuade people to get the coronavirus vaccine. https://t.co/i9A3ys7Adw","<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","{'id': 22714473, 'id_str': '22714473', 'name': 'KATC TV3', 'screen_name': 'KATCTV3', 'location': 'Lafayette, LA', 'description': 'Real tweets from KATC. News tip? E-mail: news@katctv.com or call (337) 236-6351.', 'url': 'https://t.co/FFZa9cL2kI', 'entities': {'url': {'urls': [{'url': 'https://t.co/FFZa9cL2kI', 'expanded_url': 'http://www.katc.com', 'display_url': 'katc.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 88078, 'friends_count': 372, 'listed_count': 590, 'created_at': 'Wed Mar 04 01:36:23 +0000 2009', 'favourites_count': 1156, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 154050, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/960710847873146881/Eb1m8omY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/960710847873146881/Eb1m8omY_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/22714473/1565297735', 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
501,2021/11/25 22:41,1.46408E+18,Covid social life,neu,The only good part of my entire family getting COVID is they’ve all left me alone with the “when are you coming home” questions,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 461121368, 'id_str': '461121368', 'name': 'Emily Micginn', 'screen_name': 'emily_mccggiinn', 'location': 'Pennsylvania, USA', 'description': 'I just have a lot of feelings okay?????', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 312, 'friends_count': 264, 'listed_count': 0, 'created_at': 'Wed Jan 11 13:34:34 +0000 2012', 'favourites_count': 27789, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 15466, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '0099B9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme4/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1384200228346101761/ABUSj3A5_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1384200228346101761/ABUSj3A5_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/461121368/1611193169', 'profile_link_color': '0099B9', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '95E8EC', 'profile_text_color': '3C3940', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
502,2021/11/25 22:41,1.46408E+18,Covid symptoms,neu,"A Valley man had died from Covid, leaving behind his wife and four kids. 

https://t.co/8I3qIKZkDO https://t.co/Awq35wsUgP","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 258668419, 'id_str': '258668419', 'name': 'Patrick Hayes', 'screen_name': 'ABC15Patrick', 'location': 'Phoenix, AZ', 'description': 'Favorite grandchild. Arizona Wildcat. @ABC15 reporter. I’ve got a dog and two turtles.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3112, 'friends_count': 4094, 'listed_count': 63, 'created_at': 'Mon Feb 28 06:09:55 +0000 2011', 'favourites_count': 14088, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 14488, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '131516', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme14/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1424869723859165184/Q1hdGExl_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1424869723859165184/Q1hdGExl_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/258668419/1626873120', 'profile_link_color': '009999', 'profile_sidebar_border_color': 'EEEEEE', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
505,2021/11/25 22:41,1.46408E+18,Covid politics,neu,I’m cool with them convincing their constituents that the virus is a hoax and that horse dewormer will cure their ills. American Democracy’s best hope is Darwinism. https://t.co/XxbZde7fwL,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 3063961522, 'id_str': '3063961522', 'name': 'The Kencho: Phuck the Philibuster', 'screen_name': 'THEKencho62', 'location': 'Buckingham, Pennsylvania', 'description': 'I’m a 23 year veteran of the US Army Special Forces. I’m a believer in science, preserving democracy, archery and fly-fishing. Fully vaccinated smartass.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 116, 'friends_count': 95, 'listed_count': 0, 'created_at': 'Thu Feb 26 14:01:22 +0000 2015', 'favourites_count': 6944, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 5475, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1350823191913115648/eQbg3Xlm_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1350823191913115648/eQbg3Xlm_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3063961522/1610896321', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
507,2021/11/25 22:41,1.46408E+18,Vaccine efficacy,neg,"FDA: “take this vaccine that we throughly vetted in less that a year”

Also FDA: “we need 55 years to review and release all the information we used to approve the vaccine” https://t.co/G5ncdHRj0D","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","{'id': 988958531801026560, 'id_str': '988958531801026560', 'name': 'Mayor Of Fort Collins', 'screen_name': 'MayorOfFoCo', 'location': 'Fort Collins, CO', 'description': 'Unofficial Mayor of Fort Collins. Diehard CSU Fan. Glutton for punishment.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 336, 'friends_count': 496, 'listed_count': 0, 'created_at': 'Wed Apr 25 01:51:02 +0000 2018', 'favourites_count': 16239, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 6752, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1028386987202371584/Q_c21n8l_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1028386987202371584/Q_c21n8l_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/988958531801026560/1595531644', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
508,2021/11/25 22:41,1.46408E+18,,,"When everyone has Covid, no one does.","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 4717469373, 'id_str': '4717469373', 'name': 'Colman ""🕔"" Rowan', 'screen_name': 'colthemanrowan', 'location': 'Virginia, USA', 'description': 'Some people call me a legend, most call me Colman | editor-and-Chef @AmericanColman Colman/Rowan for Pres. 2036 | Virginia/Virginia Tech commentator| @approject', 'url': 'https://t.co/obj55BwRAl', 'entities': {'url': {'urls': [{'url': 'https://t.co/obj55BwRAl', 'expanded_url': 'http://americancolman.com', 'display_url': 'americancolman.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 128, 'friends_count': 290, 'listed_count': 1, 'created_at': 'Tue Jan 05 19:16:37 +0000 2016', 'favourites_count': 4550, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2951, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1265113480924934145/m8g5XQdY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1265113480924934145/m8g5XQdY_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4717469373/1636330059', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
509,2021/11/25 22:41,1.46408E+18,Covid symptoms,neu,"Based on data from the @OHdeptofhealth, of those confirmed to have #Covid19 5.13% suffer symptoms serious enough for hospitalization and 30.73% of the hospitalized succumb. If you are hospitalized for #CoronaVirus on #Ohio your chance of survival is 69.27%.","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","{'id': 3253844895, 'id_str': '3253844895', 'name': 'Ron Koenig', 'screen_name': 'RonRonkmfa', 'location': 'North Ridgeville, OH', 'description': ""Seeking a lifetime of fun and frolick... Music makes me happy... Conflict is the essence of all drama... Don't drive it, hike it... University Circle & Blossom"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 24, 'friends_count': 0, 'listed_count': 10, 'created_at': 'Thu May 14 13:50:42 +0000 2015', 'favourites_count': 4, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 23703, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/753200312639422464/qrPRayn6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/753200312639422464/qrPRayn6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3253844895/1468411922', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",1,en
511,2021/11/25 22:41,1.46408E+18,,,Japan's Nikkei 225 drops nearly 3% as Asia-Pacific markets slip amid renewed Covid fears @CNBC https://t.co/ISuHW8gpdt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 1261715983716229122, 'id_str': '1261715983716229122', 'name': 'Kang', 'screen_name': 'thuhkang', 'location': 'Atlanta, GA', 'description': 'Full time options trader & Army vet. I 👀 for amazing setups & #options flow @ #BlackBoxStocks. Save 20% off your first month https://t.co/YkieLxqT3V', 'url': 'https://t.co/YkieLxqT3V', 'entities': {'url': {'urls': [{'url': 'https://t.co/YkieLxqT3V', 'expanded_url': 'http://staygreen.blackboxstocks.com/SHBb', 'display_url': 'staygreen.blackboxstocks.com/SHBb', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/YkieLxqT3V', 'expanded_url': 'http://staygreen.blackboxstocks.com/SHBb', 'display_url': 'staygreen.blackboxstocks.com/SHBb', 'indices': [125, 148]}]}}, 'protected': False, 'followers_count': 5818, 'friends_count': 265, 'listed_count': 110, 'created_at': 'Sat May 16 17:51:56 +0000 2020', 'favourites_count': 14684, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 10171, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1418307763923472384/1WfcIjqF_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1418307763923472384/1WfcIjqF_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1261715983716229122/1633709836', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
513,2021/11/25 22:41,1.46408E+18,Covid variant,neu,"Just remember.

Canada did not relent on Intellectual Property for the production of vaccines in the developing world :

#mbpoli #cdnpoli 

South Africa to be put on England’s travel red list over new Covid variant

https://t.co/vijvmX4MaU","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","{'id': 1056964472189919233, 'id_str': '1056964472189919233', 'name': 'Brian Oakely', 'screen_name': 'ageOfIdiocy', 'location': 'Winnipeg, Manitoba', 'description': 'Sutherland Trailer Park Alumni', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 277, 'friends_count': 598, 'listed_count': 0, 'created_at': 'Mon Oct 29 17:42:22 +0000 2018', 'favourites_count': 17528, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 13974, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1382032443503431681/wW5VHMsQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1382032443503431681/wW5VHMsQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1056964472189919233/1573319526', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
515,2021/11/25 22:41,1.46408E+18,,,Japan's Nikkei 225 drops nearly 3% as Asia-Pacific markets slip amid renewed Covid fears @CNBC https://t.co/elTFyKxFBE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 2424791960, 'id_str': '2424791960', 'name': '𝓡𝓲𝓻𝓪♔', 'screen_name': 'midorarara', 'location': 'New York, USA', 'description': 'ダイエット\U0001f97224歳❤️資産520万円のスライム🥺美奈子ちゃん推し🧡 | #STLCards #Dodgers #LAGalaxy #FTTB #DallasCowBoys #GoEags |🗽Investment🇺🇸9.22.2020〜| $A $AXP $GOOG $KO $MO $MSFT $PG $T', 'url': 'https://t.co/TrmDgqHPv9', 'entities': {'url': {'urls': [{'url': 'https://t.co/TrmDgqHPv9', 'expanded_url': 'https://twpf.jp/midorarara', 'display_url': 'twpf.jp/midorarara', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 102, 'friends_count': 256, 'listed_count': 8, 'created_at': 'Thu Apr 03 03:57:21 +0000 2014', 'favourites_count': 137599, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 137156, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1407621894757486596/zOZgWJQx_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1407621894757486596/zOZgWJQx_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2424791960/1637329506', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
517,2021/11/25 22:41,1.46408E+18,,,Maximizing Natural Resistance to Covid-19: Vitamin D and the Microbiome | Nature's Real Health https://t.co/CnQdvp7snZ,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","{'id': 1279228962, 'id_str': '1279228962', 'name': 'Nicholas Tompanis', 'screen_name': 'nicktompan', 'location': 'Virginia Beach, Virginia', 'description': 'dietary consultant', 'url': 'https://t.co/xWdXmln3qM', 'entities': {'url': {'urls': [{'url': 'https://t.co/xWdXmln3qM', 'expanded_url': 'http://www.naturesrealhealth.blogspot.com', 'display_url': 'naturesrealhealth.blogspot.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 72, 'friends_count': 65, 'listed_count': 2, 'created_at': 'Tue Mar 19 01:38:20 +0000 2013', 'favourites_count': 38, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 212528, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/3723578156/3de9ce47df7eb882a068261d5aa18ad3_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/3723578156/3de9ce47df7eb882a068261d5aa18ad3_normal.jpeg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
519,2021/11/25 22:41,1.46408E+18,Covid variant,neu,preparation for worst-case scenarios within an accelerated pandemic resurgence and or more sophisticated variant or entirely new virus; that can bypass antibodies or vaccines. It's good to note future technology can help stabilize society and reinvent how we live.,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","{'id': 1454484543323398144, 'id_str': '1454484543323398144', 'name': '○|ƬΛVIΛƧ||●', 'screen_name': 'TheRealTavias32', 'location': 'United States', 'description': 'Knowledge• Religions• Ideology• Science• Social Psychology• Groupthink• Observation• Skeptic• Geopolitics• Observable Universe• Dream Awareness• Tech• AI• Art•', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 34, 'friends_count': 1411, 'listed_count': 0, 'created_at': 'Sat Oct 30 16:25:31 +0000 2021', 'favourites_count': 23, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 881, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1461748793519521796/mRoYOHj__normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1461748793519521796/mRoYOHj__normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1454484543323398144/1637342508', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
520,2021/11/25 22:41,1.46408E+18,,,WHO calls special meeting on new Covid variant with 'large number of mutations' @CNBC https://t.co/OQnrCUH5Yw,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 15552861, 'id_str': '15552861', 'name': 'RamZar', 'screen_name': 'RamZar1', 'location': 'SoCal, USA', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 62, 'friends_count': 1, 'listed_count': 9, 'created_at': 'Wed Jul 23 02:05:21 +0000 2008', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 53475, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1234421475/image_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1234421475/image_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
521,2021/11/25 22:41,1.46408E+18,,,Japan's Nikkei 225 drops nearly 3% as Asia-Pacific markets slip amid renewed Covid fears @CNBC https://t.co/GAPHIRplqf,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 39137239, 'id_str': '39137239', 'name': 'Mike Epling', 'screen_name': 'michaelevs', 'location': 'Las Vegas', 'description': 'Eclectic interests with an emphasis on global news & business affairs; as well as, breaking news.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 1719, 'friends_count': 4992, 'listed_count': 48, 'created_at': 'Sun May 10 23:44:04 +0000 2009', 'favourites_count': 3260, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 81389, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/683550199/31_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/683550199/31_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
